company_name,openfda_substance_name,openfda_pharm_class_pe,initial_posting_date,update_type,openfda_route,generic_name,openfda_rxcui,related_info_link,openfda_spl_set_id,update_date,openfda_product_type,discontinued_date,therapeutic_category,openfda_brand_name,openfda_product_ndc,openfda_manufacturer_name,openfda_spl_id,openfda_package_ndc,presentation,dosage_form,availability,openfda_nui,openfda_application_number,openfda_pharm_class_cs,openfda_generic_name,openfda_pharm_class_epc,resolved_note,status,shortage_reason,related_info,change_date,openfda_unii,package_ndc,contact_info,openfda_pharm_class_moa
"Somerset Therapeutics, LLC",ROPIVACAINE HYDROCHLORIDE,,03/23/2018,Reverified,"EPIDURAL, INFILTRATION, PERINEURAL",Ropivacaine Hydrochloride Injection,"905189, 1734084, 1734090, 1734203, 1734207, 1734475, 1734483",,ffeadbbf-4ca6-4ed8-94c1-6e0adf7fbe64,08/19/2025,HUMAN PRESCRIPTION DRUG,,Anesthesia,ROPIVACAINE HYDROCHLORIDE,"70069-062, 70069-061, 70069-063, 70069-064, 70069-065, 70069-066, 70069-067","Somerset Therapeutics, LLC",5d7b0e44-19ce-4127-b3e8-d7e6e65f1818,"70069-061-01, 70069-061-25, 70069-061-10, 70069-062-01, 70069-062-25, 70069-062-10, 70069-063-01, 70069-063-25, 70069-064-01, 70069-064-10, 70069-064-25, 70069-065-01, 70069-065-25, 70069-066-01, 70069-066-25, 70069-066-10, 70069-067-01, 70069-067-25, 70069-067-10","Ropivacaine Hydrochloride, Injection, 2 mg/1 mL (NDC 70069-062-25)",Injection,Available,,ANDA207636,,ROPIVACAINE HYDROCHLORIDE,,,Current,,,,V910P86109,70069-062-25,732-554-1019,
"Fresenius Kabi USA, LLC",ROPIVACAINE HYDROCHLORIDE,,03/23/2018,Reverified,"EPIDURAL, INFILTRATION",Ropivacaine Hydrochloride Injection,"1734203, 1734204, 1734207, 1734208, 1734347, 1734348, 1734355, 1734356, 1734475, 1734476, 1734479, 1734480, 1734481, 1734482, 1734483, 1734484, 905189, 905191, 1734084, 1734086, 1734090, 1734091",,"dff4a1e4-4b2a-4a64-b6d8-ea470dee88f7, 23d2d448-a744-4877-9f2d-7e57c198da89, c6613708-c1f7-4f5c-91a3-ebbc1d7905c6",09/18/2025,HUMAN PRESCRIPTION DRUG,,Anesthesia,NAROPIN,"63323-285, 63323-286, 63323-287, 63323-288","Fresenius Kabi USA, LLC","324532ac-4e54-4659-a1a2-9ade22a1ed3f, cdcd6c58-85cf-4d7e-9d97-b7c282a4f6b9, 73218c89-8925-468c-84bf-9960b4b3dc3c","63323-286-41, 63323-286-27, 63323-286-43, 63323-286-38, 63323-285-41, 63323-285-28, 63323-285-53, 63323-285-68, 63323-285-59, 63323-285-73, 63323-286-01, 63323-286-20, 63323-286-05, 63323-286-23, 63323-286-09, 63323-286-31, 63323-286-11, 63323-286-35, 63323-286-03, 63323-286-00, 63323-286-33, 63323-286-63, 63323-286-30, 63323-287-01, 63323-287-20, 63323-287-03, 63323-287-21, 63323-288-01, 63323-288-10, 63323-288-06, 63323-288-20, 63323-288-03, 63323-288-11, 63323-288-07, 63323-288-21, 63323-285-01, 63323-285-10, 63323-285-06, 63323-285-20, 63323-285-03, 63323-285-13, 63323-285-07, 63323-285-23, 63323-285-57, 63323-285-64, 63323-285-51, 63323-285-65, 63323-285-02, 63323-285-61, 63323-285-04, 63323-285-63, 63323-285-55, 63323-285-67, 63323-288-23, 63323-288-29, 63323-286-93, 63323-286-95","Naropin, Injection, 2 mg/1 mL (NDC 63323-285-63)",Injection,Unavailable,,NDA020533,,ROPIVACAINE HYDROCHLORIDE,,,Current,Delay in shipping of the drug,Next release not available at this time.,,V910P86109,63323-285-63,888-386-1300,
Baxter Healthcare,WATER,,04/28/2023,Reverified,IRRIGATION,Sterile Water Irrigant,150985,,ef3e79c5-3f58-4b36-a296-64b7d9a651c1,09/23/2025,HUMAN PRESCRIPTION DRUG,,"Gastroenterology, Other, Pediatric",STERILE WATER,"0338-0004, 0338-0003",Baxter Healthcare Corporation,43dc7530-ed0a-4976-af2a-0d39a2532fb7,"0338-0003-44, 0338-0003-46, 0338-0003-47, 0338-0004-02, 0338-0004-03, 0338-0004-04, 0338-0004-05","Sterile Water, Irrigant, 100 mL/100 mL (NDC 0338-0004-03)",Irrigant,Available,,NDA017428,,WATER,,,Current,,,,059QF0KO0R,0338-0004-03,888-229-0001,
"Hospira, Inc., a Pfizer Company",BUPIVACAINE HYDROCHLORIDE,,02/20/2018,Reverified,"EPIDURAL, INTRACAUDAL, PERINEURAL",Bupivacaine Hydrochloride Injection,"1012377, 1012384, 1012396, 1012404, 1672917, 1672919, 1724786, 1724787, 1724880, 1724884, 1725078, 1725082, 1867594, 1867596",,02a845c3-4521-4926-e397-25ab536e7cf6,08/15/2025,HUMAN PRESCRIPTION DRUG,,Anesthesia,BUPIVACAINE HYDROCHLORIDE,"0409-1162, 0409-1159, 0409-1160, 0409-1163, 0409-1165, 0409-9043, 0409-9046, 0409-9045, 0409-9042","Hospira, Inc.",3c6a5b9f-4ea0-4ccd-a384-a90e4ad379e7,"0409-1159-18, 0409-1159-01, 0409-1159-19, 0409-1159-02, 0409-1160-18, 0409-1160-01, 0409-1162-18, 0409-1162-01, 0409-1162-19, 0409-1162-02, 0409-1163-18, 0409-1163-01, 0409-1165-18, 0409-1165-01, 0409-1165-19, 0409-1165-02, 0409-9043-11, 0409-9043-01, 0409-9046-11, 0409-9046-01, 0409-9045-11, 0409-9045-01, 0409-9045-16, 0409-9045-17, 0409-9042-11, 0409-9042-01, 0409-9042-16, 0409-9042-17","Bupivacaine Hydrochloride, Injection, 50 mg/10 mL (5 mg/mL) (NDC 0409-1162-01)",Injection,Available,,ANDA070584,,BUPIVACAINE HYDROCHLORIDE,,,Current,,,,"30Q7KI53AK, 7TQO7W3VT8",0409-1162-01,844-646-4398,
"Fresenius Kabi USA, LLC",ROCURONIUM BROMIDE,,02/15/2023,Reverified,INTRAVENOUS,Rocuronium Bromide Injection,1234995,,209a654d-f92d-4242-bfef-2dcc90a30d3f,09/18/2025,HUMAN PRESCRIPTION DRUG,,Anesthesia,ROCURONIUM,65219-065,"Fresenius Kabi USA, LLC",68f8f5e7-46a8-47f9-a622-6339df1a3d1b,"65219-065-02, 65219-065-05","Rocuronium Bromide, Injection, 10 mg/1 mL (NDC 65219-065-05)",Injection,Unavailable,,ANDA078651,,ROCURONIUM BROMIDE,,,Current,Delay in shipping of the drug,Backordered. Next release not available at this time. Check wholesaler for inventory.,,I65MW4OFHZ,65219-065-05,888-386-1300,
Otsuka ICU Medical LLC,SODIUM CHLORIDE,,12/10/2021,Revised,INTRAVENOUS,Sodium Chloride 0.9% Injection,"1807548, 1807549, 1807550, 1807551, 1807552, 1807627, 1807630, 1807631, 1807632, 1807633, 1807634, 1807639",,5f372b75-d7a4-471e-8ac6-290040fc84b0,08/08/2025,HUMAN PRESCRIPTION DRUG,,"Gastroenterology, Other, Pediatric",SODIUM CHLORIDE,"0990-7984, 0990-7730, 0990-7983, 0990-7985",ICU Medical Inc.,87c57bfa-0bf7-41fd-b954-eb753d5d9d7f,"0990-7730-36, 0990-7730-37, 0990-7983-61, 0990-7983-02, 0990-7983-03, 0990-7983-09, 0990-7983-55, 0990-7983-53, 0990-7984-37, 0990-7984-20, 0990-7984-13, 0990-7984-23, 0990-7984-36, 0990-7985-02, 0990-7985-03, 0990-7985-09","Sodium Chloride 0.9% In Plastic Container, Injection, 900 mg/100 mL (NDC 0990-7984-37)",Injection,,,NDA016366,,SODIUM CHLORIDE,,Available,Resolved,,,08/08/2025,451W47IQ8X,0990-7984-37,1-866-829-9025 or ProductAvailability@icumed.com,
"Teva Pharmaceuticals USA, Inc.","AMPHETAMINE ASPARTATE MONOHYDRATE, AMPHETAMINE SULFATE, DEXTROAMPHETAMINE SACCHARATE, DEXTROAMPHETAMINE SULFATE",,10/12/2022,Revised,ORAL,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","541363, 541878, 541892, 577957, 577961, 687043, 1009145",,cffbbb15-d776-41ae-a8a6-687f2c07bfa4,09/15/2025,HUMAN PRESCRIPTION DRUG,,Psychiatry,"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE","0555-0775, 0555-0971, 0555-0972, 0555-0776, 0555-0777, 0555-0973, 0555-0974","Teva Pharmaceuticals USA, Inc.",88468f3d-7d03-4cee-aabf-3abc8c9b5e38,"0555-0971-02, 0555-0775-02, 0555-0972-02, 0555-0776-02, 0555-0777-02, 0555-0973-02, 0555-0974-02","Dextroamphetamine Saccharate, Amphetamine Aspartate, Dextroamphetamine Sulfate and Amphetamine Sulfate Tablets, Tablet, 1.875 mg; 1.875 mg; 1.875 mg; 1.875 mg (NDC 0555-0775-02)",Tablet,Available,,ANDA040422,,"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",,,Current,,,,"O1ZPV620O4, 6DPV8NK46S, JJ768O327N, G83415V073",0555-0775-02,800-545-8800,
Aurobindo Pharma USA,AMOXICILLIN,,10/28/2022,Revised,ORAL,"Amoxicillin Powder, For Suspension","239191, 313797",,234d0dfc-cb24-413f-b798-129c73eb848e,05/02/2025,HUMAN PRESCRIPTION DRUG,,"Anti-Infective, Pediatric",AMOXICILLIN,"65862-706, 65862-707",Aurobindo Pharma Limited,f4a410c9-3a78-48f9-8195-915896a974ff,"65862-706-80, 65862-706-01, 65862-706-55, 65862-707-80, 65862-707-01, 65862-707-55","Amoxicillin, Powder, For Suspension, 125 mg/5 mL (NDC 65862-706-80)","Powder, For Suspension",,,ANDA204030,,AMOXICILLIN,,Available,Resolved,,,05/02/2025,804826J2HU,65862-706-80,866-850-2876,
SpecGx LLC,LISDEXAMFETAMINE DIMESYLATE,,07/14/2023,Reverified,ORAL,Lisdexamfetamine Dimesylate Capsule,"854830, 854834, 854838, 854842, 854846, 854850, 1593856",,806a1c15-0842-4787-b2ad-09a21fd96b37,09/15/2025,HUMAN PRESCRIPTION DRUG,,Psychiatry,LISDEXAMFETAMINE DIMESYLATE,"0406-5112, 0406-5111, 0406-5113, 0406-5114, 0406-5115, 0406-5116, 0406-5117",SpecGx LLC,3ffc0695-83f7-4898-9fd7-451c0989cfe0,"0406-5111-01, 0406-5112-01, 0406-5113-01, 0406-5114-01, 0406-5115-01, 0406-5116-01, 0406-5117-01","Lisdexamfetamine Dimesylate, Capsule, 20 mg (NDC 0406-5112-01)",Capsule,Limited Availability,,ANDA211840,,LISDEXAMFETAMINE DIMESYLATE,,,Current,Shortage of an active ingredient,Allocation to all customers.,,SJT761GEGS,0406-5112-01,800-325-8888,
"Amphastar Pharmaceuticals, Inc.",LORAZEPAM,,05/03/2018,Reverified,"INTRAMUSCULAR, INTRAVENOUS",Lorazepam Injection,238100,,7dda070d-7809-46c4-8592-eb4e4c509707,09/16/2025,HUMAN PRESCRIPTION DRUG,,Neurology,LORAZEPAM,76329-8261,"International Medication Systems, Limited",b85a6695-55b9-4780-a803-33f8f2464138,76329-8261-1,"Lorazepam, Injection, 2 mg/1 mL (NDC 76329-8261-1)",Injection,Limited Availability,"N0000175694, M0002356",ANDA076150,Benzodiazepines [CS],LORAZEPAM,Benzodiazepine [EPC],,Current,Demand increase for the drug,,,O26FZP769L,76329-8261-1,800-423-4136,
"Upsher-Smith Laboratories, LLC",POTASSIUM CHLORIDE,,07/23/2025,New,ORAL,"Potassium Chloride Tablet, Extended Release","312529, 628953, 628958, 832718",,1ff53330-065c-4213-9c0c-ac498621d09d,07/23/2025,HUMAN PRESCRIPTION DRUG,07/23/2025,"Endocrinology/Metabolism, Gastroenterology",KLOR-CON,"0245-5315, 0245-5316","Upsher-Smith Laboratories, LLC",39e77e07-bdc8-28e9-e063-6394a90a120c,"0245-5315-11, 0245-5315-15, 0245-5315-89, 0245-5315-01, 0245-5316-11, 0245-5316-15, 0245-5316-89, 0245-5316-01","Klor-Con, Tablet, Extended Release, 600 mg (NDC 0245-5315-11)",Tablet,,,NDA019123,,POTASSIUM CHLORIDE,,,To Be Discontinued,,Discontinuation of the manufacture of the drug product,,660YQ98I10,0245-5315-11,763-315-2000,
"Hikma Pharmaceuticals USA, Inc.",DEXAMETHASONE SODIUM PHOSPHATE,,02/08/2019,Revised,"INTRA-ARTICULAR, INTRALESIONAL, INTRAMUSCULAR, INTRAVENOUS, SOFT TISSUE",Dexamethasone Sodium Phosphate Injection,"309696, 1116927, 1812194",,0277cc0a-2fd4-4605-a310-b613be84ee26,07/23/2025,HUMAN PRESCRIPTION DRUG,,"Dermatology, Endocrinology/Metabolism, Gastroenterology, Hematology, Neurology, Oncology, Ophthalmology, Other, Pulmonary/Allergy, Rheumatology",DEXAMETHASONE SODIUM PHOSPHATE,"0641-6145, 0641-0367, 0641-6146",Hikma Pharmaceuticals USA Inc.,84665497-7e82-4733-bcfd-3177817ac0b3,"0641-0367-21, 0641-0367-25, 0641-6145-01, 0641-6145-25, 0641-6146-01, 0641-6146-10, 0641-6146-25","Dexamethasone Sodium Phosphate, Injection, 4 mg/1 mL (NDC 0641-6145-25)",Injection,Available,,ANDA084282,,DEXAMETHASONE SODIUM PHOSPHATE,,,Current,,Currently available.  Additional product will be made available as it is released.,,AI9376Y64P,0641-6145-25,800-631-2174,
"Caplin Steriles, Ltd.",ETOMIDATE,General Anesthesia [PE],10/05/2022,Reverified,INTRAVENOUS,Etomidate Injection,"1654006, 1654008",,"f38fad46-f2dd-4692-a2a9-a13d0a717bf8, d07efb9e-5264-461d-96d8-e11fa71c5751",09/16/2025,HUMAN PRESCRIPTION DRUG,,Anesthesia,ETOMIDATE,"65219-445, 65219-447","Fresenius Kabi USA, LLC","446487f1-002e-41d3-846a-67570e797171, 30488a7e-ea9e-4a27-95a9-a07149c50282","65219-445-12, 65219-445-22, 65219-445-01, 65219-445-10, 65219-447-02, 65219-447-20","Etomidate, Injection, 2 mg/1 mL (NDC 65219-445-10)",Injection,Available,"N0000175975, N0000175681",ANDA215028,,ETOMIDATE,General Anesthetic [EPC],,Current,,Check wholesalers for inventory; Marketed by Fresenius Kabi,,Z22628B598,65219-445-10,800-551-7176,
Alembic Pharmaceuticals,KETOROLAC TROMETHAMINE,,03/23/2018,Reverified,"INTRAMUSCULAR, INTRAVENOUS",Ketorolac Tromethamine Injection,"860092, 1665459, 1665461",,419cf756-3c96-4bb8-ae96-6aea5a5f3afd,09/17/2025,HUMAN PRESCRIPTION DRUG,,Analgesia/Addiction,KETOROLAC TROMETHAMINE,"62332-601, 62332-599, 62332-600",Alembic Pharmaceuticals Inc.,9030f496-5021-4454-ac16-dbb376315608,"62332-599-01, 62332-599-25, 62332-600-01, 62332-600-25, 62332-601-02, 62332-601-25","Ketorolac Tromethamine, Injection, 60 mg/2 mL (NDC 62332-601-25)",Injection,Available,,ANDA214456,,KETOROLAC TROMETHAMINE,,,Current,,,,4EVE5946BQ,62332-601-25,908-393-9604,
"Hikma Pharmaceuticals USA, Inc.",LEUCOVORIN CALCIUM,,01/01/2012,Revised,"INTRAMUSCULAR, INTRAVENOUS",Leucovorin Calcium Injection,"237788, 1803930, 1803932, 1803937",,cc52077f-5663-4f79-a273-0aecf655e038,07/08/2025,HUMAN PRESCRIPTION DRUG,,"Oncology, Pediatric",LEUCOVORIN CALCIUM,"0143-9552, 0143-9555, 0143-9554, 0143-9553",Hikma Pharmaceuticals USA Inc.,e2d1484b-2920-45ab-9207-4caa5285fef4,"0143-9555-01, 0143-9554-01, 0143-9553-01, 0143-9552-01","Leucovorin Calcium, Injection, 350 mg/17.5 mL (NDC 0143-9552-01)",Injection,,,ANDA040335,,LEUCOVORIN CALCIUM,,Available,Resolved,,,07/08/2025,RPR1R4C0P4,0143-9552-01,800-631-2174,
"Teva Pharmaceuticals USA, Inc.",AMOXICILLIN,,10/28/2022,Revised,ORAL,"Amoxicillin Powder, For Suspension",,,4c0f348a-a65d-409c-8668-207c82a5e3cb,05/02/2025,HUMAN PRESCRIPTION DRUG,,"Anti-Infective, Pediatric",AMOXICILLIN,"0093-4155, 0093-2263, 0093-2264, 0093-4160, 0093-4161, 0093-2267, 0093-2268, 0093-3107, 0093-3109","Teva Pharmaceuticals USA, Inc.",8988589b-0893-4233-ac9c-9884ceb0c2c4,"0093-2263-01, 0093-2264-01, 0093-4160-76, 0093-4160-78, 0093-4160-73, 0093-4155-79, 0093-4155-73, 0093-4155-80, 0093-4161-76, 0093-4161-78, 0093-4161-73, 0093-2267-01, 0093-2268-01, 0093-3107-01, 0093-3107-05, 0093-3109-53, 0093-3109-06, 0093-3109-01, 0093-3109-05","Amoxicillin, Powder, For Suspension, 250 mg/5 mL (NDC 0093-4155-80)","Powder, For Suspension",,,ANDA061931,,AMOXICILLIN,,Available,Resolved,,,05/02/2025,804826J2HU,0093-4155-80,800-545-8800,
Piramal Critical Care Inc.,MORPHINE SULFATE,,10/31/2017,Revised,"EPIDURAL, INTRATHECAL",Morphine Sulfate Injection,,,728f3d83-9a63-0c1f-e053-2a91aa0ac7db,09/18/2025,HUMAN PRESCRIPTION DRUG,,Analgesia/Addiction,MITIGO,"66794-160, 66794-162","Piramal Critical Care, Inc.",3f72fcc3-7855-bdf8-e063-6294a90a20b2,"66794-160-02, 66794-162-02","Mitigo (Morphine Sulfate Injection, USP), Injection, 200 mg/20 mL (NDC 66794-160-02)",Injection,Unavailable,,ANDA204393,,MORPHINE SULFATE,,,Current,Other,Estimated recovery: October 2025; Manufacturing Delay,,X3P646A2J0,66794-160-02,800-414-1901,
Sanofi-Aventis U.S. LLC,RIFAPENTINE,,03/25/2020,Reverified,ORAL,"Rifapentine Tablet, Film Coated","242671, 261101",,3a64fb70-b85e-43d9-8bcd-7e893f568ae1,09/17/2025,HUMAN PRESCRIPTION DRUG,,Anti-Infective,PRIFTIN,0088-2102,sanofi-aventis U.S. LLC,ec69d365-607b-45bd-9cc8-5fea540f8b23,"0088-2102-01, 0088-2102-24","Priftin, Tablet, Film Coated, 150 mg (NDC 0088-2102-24)",Tablet,Available,"N0000175501, M0019113",NDA021024,Rifamycins [CS],RIFAPENTINE,Rifamycin Antimycobacterial [EPC],,Current,,,,XJM390A33U,0088-2102-24,800-633-1610 Option 7,
"Fresenius Kabi USA, LLC",ROPIVACAINE HYDROCHLORIDE,,03/23/2018,Reverified,"EPIDURAL, INFILTRATION, PERINEURAL",Ropivacaine Hydrochloride Injection,"1734203, 1734204, 1734207, 1734208, 1734347, 1734348, 1734355, 1734356, 1734475, 1734476, 1734479, 1734480, 1734481, 1734482, 1734483, 1734484, 905189, 905191, 1734084, 1734086, 1734090, 1734091",,"dff4a1e4-4b2a-4a64-b6d8-ea470dee88f7, 23d2d448-a744-4877-9f2d-7e57c198da89, c6613708-c1f7-4f5c-91a3-ebbc1d7905c6",09/18/2025,HUMAN PRESCRIPTION DRUG,,Anesthesia,NAROPIN,"63323-286, 63323-285, 63323-287, 63323-288","Fresenius Kabi USA, LLC","324532ac-4e54-4659-a1a2-9ade22a1ed3f, cdcd6c58-85cf-4d7e-9d97-b7c282a4f6b9, 73218c89-8925-468c-84bf-9960b4b3dc3c","63323-286-41, 63323-286-27, 63323-286-43, 63323-286-38, 63323-285-41, 63323-285-28, 63323-285-53, 63323-285-68, 63323-285-59, 63323-285-73, 63323-286-01, 63323-286-20, 63323-286-05, 63323-286-23, 63323-286-09, 63323-286-31, 63323-286-11, 63323-286-35, 63323-286-03, 63323-286-00, 63323-286-33, 63323-286-63, 63323-286-30, 63323-287-01, 63323-287-20, 63323-287-03, 63323-287-21, 63323-288-01, 63323-288-10, 63323-288-06, 63323-288-20, 63323-288-03, 63323-288-11, 63323-288-07, 63323-288-21, 63323-285-01, 63323-285-10, 63323-285-06, 63323-285-20, 63323-285-03, 63323-285-13, 63323-285-07, 63323-285-23, 63323-285-57, 63323-285-64, 63323-285-51, 63323-285-65, 63323-285-02, 63323-285-61, 63323-285-04, 63323-285-63, 63323-285-55, 63323-285-67, 63323-288-23, 63323-288-29, 63323-286-93, 63323-286-95","Naropin, Injection, 5 mg/1 mL (NDC 63323-286-35)",Injection,Available,,NDA020533,,ROPIVACAINE HYDROCHLORIDE,,,Current,,,,V910P86109,63323-286-35,888-386-1300,
Baxter Healthcare,SODIUM CHLORIDE,,12/10/2021,Revised,INTRAVENOUS,Sodium Chloride 0.9% Injection,"1807631, 1807632",,fbc01464-8885-4075-af41-911ffec5ae92,08/08/2025,HUMAN PRESCRIPTION DRUG,,"Gastroenterology, Other, Pediatric",SODIUM CHLORIDE,0338-0553,Baxter Healthcare Corporation,aca96e4a-a57b-47ac-bd60-e65c29e19743,"0338-0553-11, 0338-0553-18","Sodium Chloride 0.9% In Plastic Container, Injection, 900 mg/100 mL (NDC 0338-0553-11)",Injection,,,NDA020178,,SODIUM CHLORIDE,,Available,Resolved,,,08/08/2025,451W47IQ8X,0338-0553-11,888-229-0001,
"Novo Nordisk, Inc.",INSULIN ASPART,,07/21/2025,New,SUBCUTANEOUS,Insulin Aspart Protamine and Insulin Aspart Mix 70/30 Injectable Suspension,"351297, 847191",,fc94baa4-3606-48bc-a781-9617ab6960ef,07/21/2025,HUMAN PRESCRIPTION DRUG,07/21/2025,Endocrinology/Metabolism,INSULIN ASPART PROTAMINE AND INSULIN ASPART MIX 70/30,"73070-200, 73070-203","Novo Nordisk Pharma, Inc.",ec67820c-4008-4894-b933-34b28704221d,"73070-200-11, 73070-203-10, 73070-203-15","Insulin Aspart Protamine and Insulin Aspart Mix 70/30, Injectable Suspension, 10 mL Insulin aspart protamine and insulin aspart Mix 70/30 vial (NDC 73070-200-11)",Injectable Suspension,,"M0011417, N0000175453",BLA021172,Insulin [CS],INSULIN ASPART,Insulin Analog [EPC],,To Be Discontinued,,"Unbranded Insulin Aspart Protamine and Insulin Aspart Mix 70/30 10 mL vial will continue to be shipped to wholesalers while supplies last, up until the discontinuation dates. Full discontinuation will occur on December 31, 2025.",,D933668QVX,73070-200-11,609-987-5800,
"Vertical Pharmaceuticals, LLC",METHYLPHENIDATE HYDROCHLORIDE,,07/26/2023,Reverified,ORAL,"Methylphenidate Hydrochloride Tablet, Extended Release",,,22d5fa47-b5b9-4fd9-980c-4eb88e95ae5d,09/16/2025,HUMAN PRESCRIPTION DRUG,,Psychiatry,RELEXXII,"68025-095, 68025-088, 68025-089, 68025-096, 68025-097, 68025-084, 68025-098","Vertical Pharmaceuticals, LLC",86f477e9-07fc-466b-913e-1a4434c91df4,"68025-088-30, 68025-089-30, 68025-095-10, 68025-095-30, 68025-096-10, 68025-096-30, 68025-097-10, 68025-097-30, 68025-084-30, 68025-098-10, 68025-098-30","Relexxii, Tablet, Extended Release, 18 mg (NDC 68025-095-10)",Tablet,Unavailable,,NDA216117,,METHYLPHENIDATE HYDROCHLORIDE,,,Current,Other,Estimated recovery: TBD,,4B3SC438HI,68025-095-10,800-541-4802,
"Meitheal Pharmaceuticals, Inc.",ROCURONIUM BROMIDE,,02/15/2023,Reverified,INTRAVENOUS,Rocuronium Bromide Injection,1234995,,b9abaf64-760d-43e0-8669-a9ca70feab11,08/19/2025,HUMAN PRESCRIPTION DRUG,,Anesthesia,ROCURONIUM BROMIDE,"71288-718, 71288-700",Meitheal Pharmaceuticals Inc.,37295b13-65a4-40fa-8d6c-53aeb45e2939,"71288-700-05, 71288-700-06, 71288-718-10, 71288-718-11","Rocuronium Bromide, Injection, 10 mg/1 mL (NDC 71288-718-11)",Injection,Available,,ANDA213453,,ROCURONIUM BROMIDE,,,Current,,,,I65MW4OFHZ,71288-718-11,844-824-8426,
Aurobindo Pharma USA,AMOXICILLIN,,10/28/2022,Revised,ORAL,"Amoxicillin Powder, For Suspension","239191, 313797",,234d0dfc-cb24-413f-b798-129c73eb848e,05/02/2025,HUMAN PRESCRIPTION DRUG,,"Anti-Infective, Pediatric",AMOXICILLIN,"65862-706, 65862-707",Aurobindo Pharma Limited,f4a410c9-3a78-48f9-8195-915896a974ff,"65862-706-80, 65862-706-01, 65862-706-55, 65862-707-80, 65862-707-01, 65862-707-55","Amoxicillin, Powder, For Suspension, 125 mg/5 mL (NDC 65862-706-55)","Powder, For Suspension",,,ANDA204030,,AMOXICILLIN,,Available,Resolved,,,05/02/2025,804826J2HU,65862-706-55,866-850-2876,
"Teva Pharmaceuticals USA, Inc.",LISDEXAMFETAMINE DIMESYLATE,,07/14/2023,Revised,ORAL,Lisdexamfetamine Dimesylate Capsule,,,c32b5dce-2de4-4db0-a4ba-d2ce3b0a32fc,09/15/2025,HUMAN PRESCRIPTION DRUG,,Psychiatry,LISDEXAMFETAMINE DIMESYLATE,"0480-3570, 0480-3565, 0480-3566, 0480-3567, 0480-3568, 0480-3569, 0480-3564","Teva Pharmaceuticals, Inc.",6cfe6c98-51b1-45a4-831c-33624ab129cb,"0480-3565-01, 0480-3566-01, 0480-3567-01, 0480-3568-01, 0480-3569-01, 0480-3570-01, 0480-3564-01","Lisdexamfetamine Dimesylate, Capsule, 60 mg (NDC 0480-3570-01)",Capsule,Limited Availability,,ANDA202802,,LISDEXAMFETAMINE DIMESYLATE,,,Current,Other,Limited Availability,,SJT761GEGS,0480-3570-01,800-545-8800,
"Hospira, Inc., a Pfizer Company",METHOTREXATE SODIUM,,03/13/2023,Reverified,"INTRAMUSCULAR, INTRAVENOUS, SUBCUTANEOUS",Methotrexate Sodium Injection,"1655956, 1946772",,"0d63ba29-b692-41b4-87e8-351265c8273f, 0e30eaef-5a09-4104-8a11-c32933eadeab",08/15/2025,HUMAN PRESCRIPTION DRUG,,"Rheumatology, Oncology",METHOTREXATE,"61703-350, 61703-408","Hospira, Inc.","95b8b8da-da4e-4bba-9038-3cf65f3d5c1a, 37b3e76b-ac3d-4f93-adf1-91f52f676b8a","61703-350-37, 61703-350-38, 61703-408-41, 61703-350-09, 61703-350-10, 61703-408-25","Methotrexate Sodium, Injection, 50 mg/2 mL (25 mg/mL) (NDC 61703-350-38)",Injection,Available,,NDA011719,,METHOTREXATE,,,Current,,,,3IG1E710ZN,61703-350-38,844-646-4398,
"Fresenius Kabi USA, LLC","BUPIVACAINE HYDROCHLORIDE, EPINEPHRINE BITARTRATE",,02/20/2018,Reverified,PERINEURAL,"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection","1012377, 1012384, 1012413, 1012417, 1724786, 1724787, 1724809, 1724810, 1867594, 1867596, 1867618, 1867620",,bc61a9a6-0a4e-48a9-b908-e5e66b9f23eb,09/18/2025,HUMAN PRESCRIPTION DRUG,,Anesthesia,SENSORCAINE,"63323-463, 63323-472, 63323-461, 63323-468","Fresenius Kabi USA, LLC",cc1f6507-eb3e-4398-a1d3-0c56a2099e6b,"63323-472-03, 63323-472-17, 63323-472-01, 63323-472-37, 63323-463-01, 63323-463-57, 63323-461-01, 63323-461-57, 63323-468-02, 63323-468-37, 63323-468-01, 63323-468-17","Sensorcaine, Injection, 5 mg/1 mL; .005 mg/1 mL (NDC 63323-463-57)",Injection,Available,,ANDA070968,,BUPIVACAINE HYDROCHLORIDE AND EPINEPHRINE BITARTRATE,,,Current,,Check wholesaler for inventory,,"30Q7KI53AK, 7TQO7W3VT8",63323-463-57,888-386-1300,
